DateRep;Country;Cases_cumsum
3/13/20;Anta;0
3/13/20;Calca;0
3/13/20;Canas;0
3/13/20;Canchis;0
3/13/20;Chumbivilcas;0
3/13/20;Cusco;4
3/13/20;Espinar;0
3/13/20;La Convencion;0
3/13/20;Paruro;0
3/13/20;Paucartambo;0
3/13/20;Quispicanchi;0
3/13/20;Urubamba;0
3/14/20;Acomayo;0
3/14/20;Anta;0
3/14/20;Calca;0
3/14/20;Canas;0
3/14/20;Canchis;0
3/14/20;Chumbivilcas;0
3/14/20;Cusco;4
3/14/20;Espinar;0
3/14/20;La Convencion;0
3/14/20;Paruro;0
3/14/20;Paucartambo;0
3/14/20;Quispicanchi;0
3/14/20;Urubamba;0
3/15/20;Acomayo;0
3/15/20;Anta;0
3/15/20;Calca;0
3/15/20;Canas;0
3/15/20;Canchis;0
3/15/20;Chumbivilcas;0
3/15/20;Cusco;4
3/15/20;Espinar;0
3/15/20;La Convencion;0
3/15/20;Paruro;0
3/15/20;Paucartambo;0
3/15/20;Quispicanchi;0
3/15/20;Urubamba;0
3/16/20;Acomayo;0
3/16/20;Anta;0
3/16/20;Calca;0
3/16/20;Canas;0
3/16/20;Canchis;0
3/16/20;Chumbivilcas;0
3/16/20;Cusco;4
3/16/20;Espinar;0
3/16/20;La Convencion;0
3/16/20;Paruro;0
3/16/20;Paucartambo;0
3/16/20;Quispicanchi;0
3/16/20;Urubamba;0
3/17/20;Acomayo;0
3/17/20;Anta;0
3/17/20;Calca;0
3/17/20;Canas;0
3/17/20;Canchis;0
3/17/20;Chumbivilcas;0
3/17/20;Cusco;4
3/17/20;Espinar;0
3/17/20;La Convencion;0
3/17/20;Paruro;0
3/17/20;Paucartambo;0
3/17/20;Quispicanchi;0
3/17/20;Urubamba;0
3/18/20;Acomayo;0
3/18/20;Anta;0
3/18/20;Calca;0
3/18/20;Canas;0
3/18/20;Canchis;0
3/18/20;Chumbivilcas;0
3/18/20;Cusco;7
3/18/20;Espinar;0
3/18/20;La Convencion;0
3/18/20;Paruro;0
3/18/20;Paucartambo;0
3/18/20;Quispicanchi;0
3/18/20;Urubamba;0
3/19/20;Acomayo;0
3/19/20;Anta;0
3/19/20;Calca;0
3/19/20;Canas;0
3/19/20;Canchis;0
3/19/20;Chumbivilcas;0
3/19/20;Cusco;7
3/19/20;Espinar;0
3/19/20;La Convencion;0
3/19/20;Paruro;0
3/19/20;Paucartambo;0
3/19/20;Quispicanchi;0
3/19/20;Urubamba;0
3/20/20;Acomayo;0
3/20/20;Anta;0
3/20/20;Calca;0
3/20/20;Canas;0
3/20/20;Canchis;0
3/20/20;Chumbivilcas;0
3/20/20;Cusco;8
3/20/20;Espinar;0
3/20/20;La Convencion;0
3/20/20;Paruro;0
3/20/20;Paucartambo;0
3/20/20;Quispicanchi;0
3/20/20;Urubamba;0
3/21/20;Acomayo;0
3/21/20;Anta;0
3/21/20;Calca;0
3/21/20;Canas;0
3/21/20;Canchis;0
3/21/20;Chumbivilcas;0
3/21/20;Cusco;8
3/21/20;Espinar;0
3/21/20;La Convencion;0
3/21/20;Paruro;0
3/21/20;Paucartambo;0
3/21/20;Quispicanchi;0
3/21/20;Urubamba;0
3/22/20;Acomayo;0
3/22/20;Anta;0
3/22/20;Calca;0
3/22/20;Canas;0
3/22/20;Canchis;0
3/22/20;Chumbivilcas;0
3/22/20;Cusco;11
3/22/20;Espinar;0
3/22/20;La Convencion;0
3/22/20;Paruro;0
3/22/20;Paucartambo;0
3/22/20;Quispicanchi;0
3/22/20;Urubamba;0
3/23/20;Acomayo;0
3/23/20;Anta;0
3/23/20;Calca;0
3/23/20;Canas;0
3/23/20;Canchis;0
3/23/20;Chumbivilcas;0
3/23/20;Cusco;11
3/23/20;Espinar;0
3/23/20;La Convencion;0
3/23/20;Paruro;0
3/23/20;Paucartambo;0
3/23/20;Quispicanchi;0
3/23/20;Urubamba;0
3/24/20;Acomayo;0
3/24/20;Anta;0
3/24/20;Calca;0
3/24/20;Canas;0
3/24/20;Canchis;0
3/24/20;Chumbivilcas;0
3/24/20;Cusco;15
3/24/20;Espinar;0
3/24/20;La Convencion;0
3/24/20;Paruro;0
3/24/20;Paucartambo;0
3/24/20;Quispicanchi;0
3/24/20;Urubamba;0
3/25/20;Acomayo;0
3/25/20;Anta;0
3/25/20;Calca;0
3/25/20;Canas;0
3/25/20;Canchis;0
3/25/20;Chumbivilcas;0
3/25/20;Cusco;15
3/25/20;Espinar;0
3/25/20;La Convencion;1
3/25/20;Paruro;0
3/25/20;Paucartambo;0
3/25/20;Quispicanchi;0
3/25/20;Urubamba;0
3/26/20;Acomayo;0
3/26/20;Anta;0
3/26/20;Calca;0
3/26/20;Canas;0
3/26/20;Canchis;0
3/26/20;Chumbivilcas;0
3/26/20;Cusco;15
3/26/20;Espinar;0
3/26/20;La Convencion;1
3/26/20;Paruro;0
3/26/20;Paucartambo;0
3/26/20;Quispicanchi;0
3/26/20;Urubamba;0
3/27/20;Acomayo;0
3/27/20;Anta;0
3/27/20;Calca;0
3/27/20;Canas;0
3/27/20;Canchis;0
3/27/20;Chumbivilcas;0
3/27/20;Cusco;17
3/27/20;Espinar;0
3/27/20;La Convencion;1
3/27/20;Paruro;0
3/27/20;Paucartambo;0
3/27/20;Quispicanchi;0
3/27/20;Urubamba;0
3/28/20;Acomayo;0
3/28/20;Anta;0
3/28/20;Calca;0
3/28/20;Canas;0
3/28/20;Canchis;0
3/28/20;Chumbivilcas;0
3/28/20;Cusco;32
3/28/20;Espinar;0
3/28/20;La Convencion;2
3/28/20;Paruro;0
3/28/20;Paucartambo;0
3/28/20;Quispicanchi;0
3/28/20;Urubamba;0
3/29/20;Acomayo;0
3/29/20;Anta;0
3/29/20;Calca;0
3/29/20;Canas;0
3/29/20;Canchis;0
3/29/20;Chumbivilcas;0
3/29/20;Cusco;32
3/29/20;Espinar;0
3/29/20;La Convencion;2
3/29/20;Paruro;0
3/29/20;Paucartambo;0
3/29/20;Quispicanchi;0
3/29/20;Urubamba;0
3/30/20;Acomayo;0
3/30/20;Anta;0
3/30/20;Calca;0
3/30/20;Canas;0
3/30/20;Canchis;0
3/30/20;Chumbivilcas;0
3/30/20;Cusco;38
3/30/20;Espinar;0
3/30/20;La Convencion;2
3/30/20;Paruro;0
3/30/20;Paucartambo;0
3/30/20;Quispicanchi;0
3/30/20;Urubamba;0
3/31/20;Acomayo;0
3/31/20;Anta;0
3/31/20;Calca;0
3/31/20;Canas;0
3/31/20;Canchis;0
3/31/20;Chumbivilcas;0
3/31/20;Cusco;42
3/31/20;Espinar;0
3/31/20;La Convencion;2
3/31/20;Paruro;0
3/31/20;Paucartambo;0
3/31/20;Quispicanchi;0
3/31/20;Urubamba;0
4/1/20;Acomayo;0
4/1/20;Anta;0
4/1/20;Calca;0
4/1/20;Canas;0
4/1/20;Canchis;0
4/1/20;Chumbivilcas;0
4/1/20;Cusco;42
4/1/20;Espinar;0
4/1/20;La Convencion;2
4/1/20;Paruro;0
4/1/20;Paucartambo;0
4/1/20;Quispicanchi;0
4/1/20;Urubamba;0
4/10/20;Acomayo;0
4/10/20;Anta;0
4/10/20;Calca;0
4/10/20;Canas;0
4/10/20;Canchis;0
4/10/20;Chumbivilcas;0
4/10/20;Cusco;79
4/10/20;Espinar;0
4/10/20;La Convencion;2
4/10/20;Paruro;0
4/10/20;Paucartambo;0
4/10/20;Quispicanchi;0
4/10/20;Urubamba;0
4/11/20;Acomayo;0
4/11/20;Anta;0
4/11/20;Calca;0
4/11/20;Canas;1
4/11/20;Canchis;0
4/11/20;Chumbivilcas;0
4/11/20;Cusco;112
4/11/20;Espinar;0
4/11/20;La Convencion;2
4/11/20;Paruro;0
4/11/20;Paucartambo;0
4/11/20;Quispicanchi;0
4/11/20;Urubamba;0
4/12/20;Acomayo;0
4/12/20;Anta;0
4/12/20;Calca;0
4/12/20;Canas;1
4/12/20;Canchis;0
4/12/20;Chumbivilcas;0
4/12/20;Cusco;112
4/12/20;Espinar;0
4/12/20;La Convencion;2
4/12/20;Paruro;0
4/12/20;Paucartambo;0
4/12/20;Quispicanchi;0
4/12/20;Urubamba;0
4/13/20;Acomayo;0
4/13/20;Anta;0
4/13/20;Calca;0
4/13/20;Canas;1
4/13/20;Canchis;0
4/13/20;Chumbivilcas;0
4/13/20;Cusco;113
4/13/20;Espinar;0
4/13/20;La Convencion;2
4/13/20;Paruro;0
4/13/20;Paucartambo;0
4/13/20;Quispicanchi;0
4/13/20;Urubamba;0
4/14/20;Acomayo;0
4/14/20;Anta;0
4/14/20;Calca;0
4/14/20;Canas;1
4/14/20;Canchis;0
4/14/20;Chumbivilcas;0
4/14/20;Cusco;118
4/14/20;Espinar;0
4/14/20;La Convencion;2
4/14/20;Paruro;0
4/14/20;Paucartambo;0
4/14/20;Quispicanchi;0
4/14/20;Urubamba;0
4/15/20;Acomayo;0
4/15/20;Anta;0
4/15/20;Calca;0
4/15/20;Canas;1
4/15/20;Canchis;0
4/15/20;Chumbivilcas;0
4/15/20;Cusco;119
4/15/20;Espinar;0
4/15/20;La Convencion;2
4/15/20;Paruro;0
4/15/20;Paucartambo;0
4/15/20;Quispicanchi;0
4/15/20;Urubamba;0
4/16/20;Acomayo;0
4/16/20;Anta;0
4/16/20;Calca;0
4/16/20;Canas;1
4/16/20;Canchis;0
4/16/20;Chumbivilcas;0
4/16/20;Cusco;127
4/16/20;Espinar;0
4/16/20;La Convencion;2
4/16/20;Paruro;0
4/16/20;Paucartambo;0
4/16/20;Quispicanchi;0
4/16/20;Urubamba;0
4/17/20;Acomayo;0
4/17/20;Anta;0
4/17/20;Calca;0
4/17/20;Canas;1
4/17/20;Canchis;0
4/17/20;Chumbivilcas;0
4/17/20;Cusco;138
4/17/20;Espinar;0
4/17/20;La Convencion;2
4/17/20;Paruro;0
4/17/20;Paucartambo;0
4/17/20;Quispicanchi;0
4/17/20;Urubamba;0
4/18/20;Acomayo;0
4/18/20;Anta;1
4/18/20;Calca;0
4/18/20;Canas;1
4/18/20;Canchis;0
4/18/20;Chumbivilcas;0
4/18/20;Cusco;150
4/18/20;Espinar;0
4/18/20;La Convencion;2
4/18/20;Paruro;0
4/18/20;Paucartambo;1
4/18/20;Quispicanchi;0
4/18/20;Urubamba;0
4/19/20;Acomayo;0
4/19/20;Anta;1
4/19/20;Calca;0
4/19/20;Canas;1
4/19/20;Canchis;0
4/19/20;Chumbivilcas;0
4/19/20;Cusco;150
4/19/20;Espinar;0
4/19/20;La Convencion;2
4/19/20;Paruro;0
4/19/20;Paucartambo;1
4/19/20;Quispicanchi;0
4/19/20;Urubamba;0
4/2/20;Acomayo;0
4/2/20;Anta;0
4/2/20;Calca;0
4/2/20;Canas;0
4/2/20;Canchis;0
4/2/20;Chumbivilcas;0
4/2/20;Cusco;49
4/2/20;Espinar;0
4/2/20;La Convencion;2
4/2/20;Paruro;0
4/2/20;Paucartambo;0
4/2/20;Quispicanchi;0
4/2/20;Urubamba;0
4/20/20;Acomayo;0
4/20/20;Anta;2
4/20/20;Calca;1
4/20/20;Canas;2
4/20/20;Canchis;0
4/20/20;Chumbivilcas;0
4/20/20;Cusco;162
4/20/20;Espinar;0
4/20/20;La Convencion;3
4/20/20;Paruro;0
4/20/20;Paucartambo;1
4/20/20;Quispicanchi;0
4/20/20;Urubamba;1
4/21/20;Acomayo;0
4/21/20;Anta;2
4/21/20;Calca;1
4/21/20;Canas;2
4/21/20;Canchis;0
4/21/20;Chumbivilcas;0
4/21/20;Cusco;167
4/21/20;Espinar;0
4/21/20;La Convencion;4
4/21/20;Paruro;0
4/21/20;Paucartambo;1
4/21/20;Quispicanchi;0
4/21/20;Urubamba;1
4/22/20;Acomayo;2
4/22/20;Anta;2
4/22/20;Calca;1
4/22/20;Canas;2
4/22/20;Canchis;2
4/22/20;Chumbivilcas;1
4/22/20;Cusco;181
4/22/20;Espinar;2
4/22/20;La Convencion;6
4/22/20;Paruro;0
4/22/20;Paucartambo;1
4/22/20;Quispicanchi;0
4/22/20;Urubamba;1
4/23/20;Acomayo;2
4/23/20;Anta;2
4/23/20;Calca;2
4/23/20;Canas;3
4/23/20;Canchis;2
4/23/20;Chumbivilcas;10
4/23/20;Cusco;190
4/23/20;Espinar;4
4/23/20;La Convencion;7
4/23/20;Paruro;0
4/23/20;Paucartambo;1
4/23/20;Quispicanchi;0
4/23/20;Urubamba;1
4/24/20;Acomayo;2
4/24/20;Anta;2
4/24/20;Calca;2
4/24/20;Canas;3
4/24/20;Canchis;2
4/24/20;Chumbivilcas;15
4/24/20;Cusco;192
4/24/20;Espinar;4
4/24/20;La Convencion;7
4/24/20;Paruro;0
4/24/20;Paucartambo;1
4/24/20;Quispicanchi;2
4/24/20;Urubamba;1
4/25/20;Acomayo;2
4/25/20;Anta;2
4/25/20;Calca;2
4/25/20;Canas;3
4/25/20;Canchis;6
4/25/20;Chumbivilcas;16
4/25/20;Cusco;199
4/25/20;Espinar;4
4/25/20;La Convencion;8
4/25/20;Paruro;0
4/25/20;Paucartambo;1
4/25/20;Quispicanchi;2
4/25/20;Urubamba;1
4/26/20;Acomayo;2
4/26/20;Anta;2
4/26/20;Calca;2
4/26/20;Canas;3
4/26/20;Canchis;6
4/26/20;Chumbivilcas;16
4/26/20;Cusco;199
4/26/20;Espinar;4
4/26/20;La Convencion;8
4/26/20;Paruro;0
4/26/20;Paucartambo;1
4/26/20;Quispicanchi;2
4/26/20;Urubamba;1
4/27/20;Acomayo;2
4/27/20;Anta;2
4/27/20;Calca;2
4/27/20;Canas;3
4/27/20;Canchis;6
4/27/20;Chumbivilcas;16
4/27/20;Cusco;212
4/27/20;Espinar;4
4/27/20;La Convencion;8
4/27/20;Paruro;0
4/27/20;Paucartambo;1
4/27/20;Quispicanchi;2
4/27/20;Urubamba;2
4/28/20;Acomayo;2
4/28/20;Anta;2
4/28/20;Calca;2
4/28/20;Canas;4
4/28/20;Canchis;15
4/28/20;Chumbivilcas;16
4/28/20;Cusco;220
4/28/20;Espinar;4
4/28/20;La Convencion;10
4/28/20;Paruro;0
4/28/20;Paucartambo;1
4/28/20;Quispicanchi;3
4/28/20;Urubamba;2
4/29/20;Acomayo;2
4/29/20;Anta;2
4/29/20;Calca;2
4/29/20;Canas;5
4/29/20;Canchis;16
4/29/20;Chumbivilcas;16
4/29/20;Cusco;240
4/29/20;Espinar;4
4/29/20;La Convencion;11
4/29/20;Paruro;0
4/29/20;Paucartambo;1
4/29/20;Quispicanchi;3
4/29/20;Urubamba;2
4/3/20;Acomayo;0
4/3/20;Anta;0
4/3/20;Calca;0
4/3/20;Canas;0
4/3/20;Canchis;0
4/3/20;Chumbivilcas;0
4/3/20;Cusco;53
4/3/20;Espinar;0
4/3/20;La Convencion;2
4/3/20;Paruro;0
4/3/20;Paucartambo;0
4/3/20;Quispicanchi;0
4/3/20;Urubamba;0
4/30/20;Acomayo;2
4/30/20;Anta;5
4/30/20;Calca;2
4/30/20;Canas;5
4/30/20;Canchis;16
4/30/20;Chumbivilcas;16
4/30/20;Cusco;268
4/30/20;Espinar;4
4/30/20;La Convencion;11
4/30/20;Paruro;0
4/30/20;Paucartambo;1
4/30/20;Quispicanchi;3
4/30/20;Urubamba;10
4/4/20;Acomayo;0
4/4/20;Anta;0
4/4/20;Calca;0
4/4/20;Canas;0
4/4/20;Canchis;0
4/4/20;Chumbivilcas;0
4/4/20;Cusco;65
4/4/20;Espinar;0
4/4/20;La Convencion;2
4/4/20;Paruro;0
4/4/20;Paucartambo;0
4/4/20;Quispicanchi;0
4/4/20;Urubamba;0
4/5/20;Acomayo;0
4/5/20;Anta;0
4/5/20;Calca;0
4/5/20;Canas;0
4/5/20;Canchis;0
4/5/20;Chumbivilcas;0
4/5/20;Cusco;67
4/5/20;Espinar;0
4/5/20;La Convencion;2
4/5/20;Paruro;0
4/5/20;Paucartambo;0
4/5/20;Quispicanchi;0
4/5/20;Urubamba;0
4/6/20;Acomayo;0
4/6/20;Anta;0
4/6/20;Calca;0
4/6/20;Canas;0
4/6/20;Canchis;0
4/6/20;Chumbivilcas;0
4/6/20;Cusco;68
4/6/20;Espinar;0
4/6/20;La Convencion;2
4/6/20;Paruro;0
4/6/20;Paucartambo;0
4/6/20;Quispicanchi;0
4/6/20;Urubamba;0
4/7/20;Acomayo;0
4/7/20;Anta;0
4/7/20;Calca;0
4/7/20;Canas;0
4/7/20;Canchis;0
4/7/20;Chumbivilcas;0
4/7/20;Cusco;69
4/7/20;Espinar;0
4/7/20;La Convencion;2
4/7/20;Paruro;0
4/7/20;Paucartambo;0
4/7/20;Quispicanchi;0
4/7/20;Urubamba;0
4/8/20;Acomayo;0
4/8/20;Anta;0
4/8/20;Calca;0
4/8/20;Canas;0
4/8/20;Canchis;0
4/8/20;Chumbivilcas;0
4/8/20;Cusco;74
4/8/20;Espinar;0
4/8/20;La Convencion;2
4/8/20;Paruro;0
4/8/20;Paucartambo;0
4/8/20;Quispicanchi;0
4/8/20;Urubamba;0
4/9/20;Acomayo;0
4/9/20;Anta;0
4/9/20;Calca;0
4/9/20;Canas;0
4/9/20;Canchis;0
4/9/20;Chumbivilcas;0
4/9/20;Cusco;76
4/9/20;Espinar;0
4/9/20;La Convencion;2
4/9/20;Paruro;0
4/9/20;Paucartambo;0
4/9/20;Quispicanchi;0
4/9/20;Urubamba;0
5/1/20;Acomayo;2
5/1/20;Anta;5
5/1/20;Calca;2
5/1/20;Canas;5
5/1/20;Canchis;16
5/1/20;Chumbivilcas;16
5/1/20;Cusco;273
5/1/20;Espinar;4
5/1/20;La Convencion;11
5/1/20;Paruro;0
5/1/20;Paucartambo;1
5/1/20;Quispicanchi;3
5/1/20;Urubamba;10
5/10/20;Acomayo;3
5/10/20;Anta;8
5/10/20;Calca;4
5/10/20;Canas;5
5/10/20;Canchis;18
5/10/20;Chumbivilcas;18
5/10/20;Cusco;462
5/10/20;Espinar;15
5/10/20;La Convencion;21
5/10/20;Paruro;1
5/10/20;Paucartambo;1
5/10/20;Quispicanchi;5
5/10/20;Urubamba;11
5/11/20;Acomayo;3
5/11/20;Anta;9
5/11/20;Calca;4
5/11/20;Canas;5
5/11/20;Canchis;18
5/11/20;Chumbivilcas;18
5/11/20;Cusco;520
5/11/20;Espinar;16
5/11/20;La Convencion;22
5/11/20;Paruro;1
5/11/20;Paucartambo;1
5/11/20;Quispicanchi;6
5/11/20;Urubamba;12
5/12/20;Acomayo;5
5/12/20;Anta;9
5/12/20;Calca;4
5/12/20;Canas;6
5/12/20;Canchis;19
5/12/20;Chumbivilcas;18
5/12/20;Cusco;553
5/12/20;Espinar;22
5/12/20;La Convencion;22
5/12/20;Paruro;1
5/12/20;Paucartambo;2
5/12/20;Quispicanchi;6
5/12/20;Urubamba;12
5/13/20;Acomayo;12
5/13/20;Anta;9
5/13/20;Calca;8
5/13/20;Canas;6
5/13/20;Canchis;21
5/13/20;Chumbivilcas;18
5/13/20;Cusco;601
5/13/20;Espinar;26
5/13/20;La Convencion;24
5/13/20;Paruro;1
5/13/20;Paucartambo;3
5/13/20;Quispicanchi;7
5/13/20;Urubamba;17
5/14/20;Acomayo;12
5/14/20;Anta;11
5/14/20;Calca;8
5/14/20;Canas;6
5/14/20;Canchis;21
5/14/20;Chumbivilcas;18
5/14/20;Cusco;635
5/14/20;Espinar;26
5/14/20;La Convencion;27
5/14/20;Paruro;1
5/14/20;Paucartambo;3
5/14/20;Quispicanchi;7
5/14/20;Urubamba;17
5/15/20;Acomayo;12
5/15/20;Anta;11
5/15/20;Calca;8
5/15/20;Canas;6
5/15/20;Canchis;22
5/15/20;Chumbivilcas;18
5/15/20;Cusco;639
5/15/20;Espinar;29
5/15/20;La Convencion;28
5/15/20;Paruro;1
5/15/20;Paucartambo;3
5/15/20;Quispicanchi;8
5/15/20;Urubamba;17
5/16/20;Acomayo;12
5/16/20;Anta;11
5/16/20;Calca;8
5/16/20;Canas;6
5/16/20;Canchis;22
5/16/20;Chumbivilcas;18
5/16/20;Cusco;653
5/16/20;Espinar;29
5/16/20;La Convencion;30
5/16/20;Paruro;1
5/16/20;Paucartambo;3
5/16/20;Quispicanchi;8
5/16/20;Urubamba;17
5/17/20;Acomayo;12
5/17/20;Anta;11
5/17/20;Calca;8
5/17/20;Canas;6
5/17/20;Canchis;23
5/17/20;Chumbivilcas;18
5/17/20;Cusco;653
5/17/20;Espinar;29
5/17/20;La Convencion;30
5/17/20;Paruro;1
5/17/20;Paucartambo;3
5/17/20;Quispicanchi;8
5/17/20;Urubamba;17
5/18/20;Acomayo;12
5/18/20;Anta;11
5/18/20;Calca;8
5/18/20;Canas;8
5/18/20;Canchis;23
5/18/20;Chumbivilcas;18
5/18/20;Cusco;662
5/18/20;Espinar;36
5/18/20;La Convencion;30
5/18/20;Paruro;1
5/18/20;Paucartambo;3
5/18/20;Quispicanchi;9
5/18/20;Urubamba;17
5/19/20;Acomayo;12
5/19/20;Anta;12
5/19/20;Calca;8
5/19/20;Canas;8
5/19/20;Canchis;24
5/19/20;Chumbivilcas;18
5/19/20;Cusco;706
5/19/20;Espinar;40
5/19/20;La Convencion;32
5/19/20;Paruro;1
5/19/20;Paucartambo;4
5/19/20;Quispicanchi;9
5/19/20;Urubamba;17
5/2/20;Acomayo;2
5/2/20;Anta;5
5/2/20;Calca;3
5/2/20;Canas;5
5/2/20;Canchis;18
5/2/20;Chumbivilcas;16
5/2/20;Cusco;279
5/2/20;Espinar;8
5/2/20;La Convencion;12
5/2/20;Paruro;0
5/2/20;Paucartambo;1
5/2/20;Quispicanchi;4
5/2/20;Urubamba;11
5/20/20;Acomayo;12
5/20/20;Anta;13
5/20/20;Calca;10
5/20/20;Canas;9
5/20/20;Canchis;26
5/20/20;Chumbivilcas;19
5/20/20;Cusco;728
5/20/20;Espinar;45
5/20/20;La Convencion;34
5/20/20;Paruro;1
5/20/20;Paucartambo;4
5/20/20;Quispicanchi;10
5/20/20;Urubamba;17
5/21/20;Acomayo;12
5/21/20;Anta;26
5/21/20;Calca;10
5/21/20;Canas;9
5/21/20;Canchis;26
5/21/20;Chumbivilcas;21
5/21/20;Cusco;755
5/21/20;Espinar;47
5/21/20;La Convencion;38
5/21/20;Paruro;1
5/21/20;Paucartambo;4
5/21/20;Quispicanchi;11
5/21/20;Urubamba;17
5/22/20;Acomayo;13
5/22/20;Anta;28
5/22/20;Calca;10
5/22/20;Canas;11
5/22/20;Canchis;27
5/22/20;Chumbivilcas;21
5/22/20;Cusco;791
5/22/20;Espinar;49
5/22/20;La Convencion;41
5/22/20;Paruro;1
5/22/20;Paucartambo;4
5/22/20;Quispicanchi;11
5/22/20;Urubamba;17
5/23/20;Acomayo;13
5/23/20;Anta;29
5/23/20;Calca;10
5/23/20;Canas;11
5/23/20;Canchis;27
5/23/20;Chumbivilcas;21
5/23/20;Cusco;817
5/23/20;Espinar;51
5/23/20;La Convencion;45
5/23/20;Paruro;2
5/23/20;Paucartambo;4
5/23/20;Quispicanchi;11
5/23/20;Urubamba;17
5/24/20;Acomayo;13
5/24/20;Anta;29
5/24/20;Calca;10
5/24/20;Canas;11
5/24/20;Canchis;27
5/24/20;Chumbivilcas;21
5/24/20;Cusco;819
5/24/20;Espinar;51
5/24/20;La Convencion;48
5/24/20;Paruro;2
5/24/20;Paucartambo;4
5/24/20;Quispicanchi;11
5/24/20;Urubamba;17
5/25/20;Acomayo;13
5/25/20;Anta;29
5/25/20;Calca;11
5/25/20;Canas;13
5/25/20;Canchis;29
5/25/20;Chumbivilcas;21
5/25/20;Cusco;852
5/25/20;Espinar;52
5/25/20;La Convencion;54
5/25/20;Paruro;2
5/25/20;Paucartambo;4
5/25/20;Quispicanchi;11
5/25/20;Urubamba;17
5/26/20;Acomayo;13
5/26/20;Anta;31
5/26/20;Calca;12
5/26/20;Canas;13
5/26/20;Canchis;29
5/26/20;Chumbivilcas;21
5/26/20;Cusco;874
5/26/20;Espinar;52
5/26/20;La Convencion;58
5/26/20;Paruro;3
5/26/20;Paucartambo;4
5/26/20;Quispicanchi;13
5/26/20;Urubamba;17
5/27/20;Acomayo;13
5/27/20;Anta;31
5/27/20;Calca;13
5/27/20;Canas;13
5/27/20;Canchis;30
5/27/20;Chumbivilcas;24
5/27/20;Cusco;905
5/27/20;Espinar;54
5/27/20;La Convencion;62
5/27/20;Paruro;3
5/27/20;Paucartambo;4
5/27/20;Quispicanchi;15
5/27/20;Urubamba;18
5/28/20;Acomayo;13
5/28/20;Anta;31
5/28/20;Calca;13
5/28/20;Canas;13
5/28/20;Canchis;31
5/28/20;Chumbivilcas;24
5/28/20;Cusco;949
5/28/20;Espinar;54
5/28/20;La Convencion;66
5/28/20;Paruro;3
5/28/20;Paucartambo;4
5/28/20;Quispicanchi;16
5/28/20;Urubamba;18
5/29/20;Acomayo;14
5/29/20;Anta;32
5/29/20;Calca;20
5/29/20;Canas;14
5/29/20;Canchis;31
5/29/20;Chumbivilcas;25
