DateRep;Country;Cases_cumsum
7/6/20;Quispicanchi;113
7/6/20;Urubamba;90
7/7/20;Acomayo;36
7/7/20;Anta;125
7/7/20;Calca;72
7/7/20;Canas;28
7/7/20;Canchis;100
7/7/20;Chumbivilcas;50
7/7/20;Cusco;2324
7/7/20;Espinar;143
7/7/20;La Convencion;825
7/7/20;Paruro;20
7/7/20;Paucartambo;16
7/7/20;Quispicanchi;121
7/7/20;Urubamba;93
7/8/20;Acomayo;36
7/8/20;Anta;130
7/8/20;Calca;75
7/8/20;Canas;28
7/8/20;Canchis;103
7/8/20;Chumbivilcas;50
7/8/20;Cusco;2401
7/8/20;Espinar;145
7/8/20;La Convencion;853
7/8/20;Paruro;20
7/8/20;Paucartambo;16
7/8/20;Quispicanchi;125
7/8/20;Urubamba;99
7/9/20;Acomayo;37
7/9/20;Anta;137
7/9/20;Calca;78
7/9/20;Canas;29
7/9/20;Canchis;106
7/9/20;Chumbivilcas;52
7/9/20;Cusco;2472
7/9/20;Espinar;153
7/9/20;La Convencion;875
7/9/20;Paruro;21
7/9/20;Paucartambo;16
7/9/20;Quispicanchi;131
7/9/20;Urubamba;103
8/1/20;Acomayo;56
8/1/20;Anta;317
8/1/20;Calca;170
8/1/20;Canas;59
8/1/20;Canchis;287
8/1/20;Chumbivilcas;106
8/1/20;Cusco;8462
8/1/20;Espinar;263
8/1/20;La Convencion;2224
8/1/20;Paruro;54
8/1/20;Paucartambo;63
8/1/20;Quispicanchi;375
8/1/20;Urubamba;208
8/10/20;Acomayo;70
8/10/20;Anta;465
8/10/20;Calca;241
8/10/20;Canas;77
8/10/20;Canchis;471
8/10/20;Chumbivilcas;138
8/10/20;Cusco;13530
8/10/20;Espinar;383
8/10/20;La Convencion;2767
8/10/20;Paruro;83
8/10/20;Paucartambo;98
8/10/20;Quispicanchi;536
8/10/20;Urubamba;322
8/11/20;Acomayo;71
8/11/20;Anta;493
8/11/20;Calca;252
8/11/20;Canas;79
8/11/20;Canchis;506
8/11/20;Chumbivilcas;146
8/11/20;Cusco;14558
8/11/20;Espinar;401
8/11/20;La Convencion;2862
8/11/20;Paruro;91
8/11/20;Paucartambo;100
8/11/20;Quispicanchi;577
8/11/20;Urubamba;344
8/12/20;Acomayo;74
8/12/20;Anta;514
8/12/20;Calca;261
8/12/20;Canas;80
8/12/20;Canchis;547
8/12/20;Chumbivilcas;167
8/12/20;Cusco;15290
8/12/20;Espinar;426
8/12/20;La Convencion;2942
8/12/20;Paruro;100
8/12/20;Paucartambo;103
8/12/20;Quispicanchi;612
8/12/20;Urubamba;370
8/13/20;Acomayo;76
8/13/20;Anta;540
8/13/20;Calca;277
8/13/20;Canas;82
8/13/20;Canchis;622
8/13/20;Chumbivilcas;177
8/13/20;Cusco;16082
8/13/20;Espinar;431
8/13/20;La Convencion;3031
8/13/20;Paruro;104
8/13/20;Paucartambo;105
8/13/20;Quispicanchi;641
8/13/20;Urubamba;398
8/14/20;Acomayo;78
8/14/20;Anta;567
8/14/20;Calca;290
8/14/20;Canas;86
8/14/20;Canchis;664
8/14/20;Chumbivilcas;189
8/14/20;Cusco;16873
8/14/20;Espinar;441
8/14/20;La Convencion;3127
8/14/20;Paruro;108
8/14/20;Paucartambo;116
8/14/20;Quispicanchi;674
8/14/20;Urubamba;424
8/15/20;Acomayo;83
8/15/20;Anta;587
8/15/20;Calca;312
8/15/20;Canas;89
8/15/20;Canchis;706
8/15/20;Chumbivilcas;199
8/15/20;Cusco;17557
8/15/20;Espinar;462
8/15/20;La Convencion;3212
8/15/20;Paruro;110
8/15/20;Paucartambo;122
8/15/20;Quispicanchi;702
8/15/20;Urubamba;438
8/16/20;Acomayo;83
8/16/20;Anta;589
8/16/20;Calca;314
8/16/20;Canas;90
8/16/20;Canchis;724
8/16/20;Chumbivilcas;215
8/16/20;Cusco;17640
8/16/20;Espinar;464
8/16/20;La Convencion;3227
8/16/20;Paruro;112
8/16/20;Paucartambo;124
8/16/20;Quispicanchi;708
8/16/20;Urubamba;443
8/17/20;Acomayo;85
8/17/20;Anta;633
8/17/20;Calca;388
8/17/20;Canas;90
8/17/20;Canchis;782
8/17/20;Chumbivilcas;231
8/17/20;Cusco;18505
8/17/20;Espinar;501
8/17/20;La Convencion;3284
8/17/20;Paruro;116
8/17/20;Paucartambo;131
8/17/20;Quispicanchi;739
8/17/20;Urubamba;463
8/18/20;Acomayo;89
8/18/20;Anta;652
8/18/20;Calca;400
8/18/20;Canas;99
8/18/20;Canchis;825
8/18/20;Chumbivilcas;237
8/18/20;Cusco;19323
8/18/20;Espinar;520
8/18/20;La Convencion;3357
8/18/20;Paruro;118
8/18/20;Paucartambo;141
8/18/20;Quispicanchi;779
8/18/20;Urubamba;477
8/19/20;Acomayo;98
8/19/20;Anta;676
8/19/20;Calca;418
8/19/20;Canas;105
8/19/20;Canchis;872
8/19/20;Chumbivilcas;246
8/19/20;Cusco;20406
8/19/20;Espinar;540
8/19/20;La Convencion;3453
8/19/20;Paruro;126
8/19/20;Paucartambo;152
8/19/20;Quispicanchi;836
8/19/20;Urubamba;502
8/2/20;Acomayo;57
8/2/20;Anta;319
8/2/20;Calca;172
8/2/20;Canas;60
8/2/20;Canchis;290
8/2/20;Chumbivilcas;108
8/2/20;Cusco;8609
8/2/20;Espinar;264
8/2/20;La Convencion;2238
8/2/20;Paruro;55
8/2/20;Paucartambo;64
8/2/20;Quispicanchi;381
8/2/20;Urubamba;209
8/20/20;Acomayo;101
8/20/20;Anta;744
8/20/20;Calca;436
8/20/20;Canas;110
8/20/20;Canchis;909
8/20/20;Chumbivilcas;270
8/20/20;Cusco;21634
8/20/20;Espinar;551
8/20/20;La Convencion;3522
8/20/20;Paruro;130
8/20/20;Paucartambo;159
8/20/20;Quispicanchi;999
8/20/20;Urubamba;535
8/21/20;Acomayo;106
8/21/20;Anta;836
8/21/20;Calca;448
8/21/20;Canas;114
8/21/20;Canchis;986
8/21/20;Chumbivilcas;295
8/21/20;Cusco;22725
8/21/20;Espinar;585
8/21/20;La Convencion;3627
8/21/20;Paruro;135
8/21/20;Paucartambo;168
8/21/20;Quispicanchi;1088
8/21/20;Urubamba;583
8/22/20;Acomayo;120
8/22/20;Anta;916
8/22/20;Calca;455
8/22/20;Canas;115
8/22/20;Canchis;1039
8/22/20;Chumbivilcas;302
8/22/20;Cusco;23732
8/22/20;Espinar;597
8/22/20;La Convencion;3711
8/22/20;Paruro;139
8/22/20;Paucartambo;181
8/22/20;Quispicanchi;1195
8/22/20;Urubamba;643
8/23/20;Acomayo;120
8/23/20;Anta;950
8/23/20;Calca;457
8/23/20;Canas;116
8/23/20;Canchis;1043
8/23/20;Chumbivilcas;315
8/23/20;Cusco;23892
8/23/20;Espinar;598
8/23/20;La Convencion;3747
8/23/20;Paruro;140
8/23/20;Paucartambo;181
8/23/20;Quispicanchi;1248
8/23/20;Urubamba;646
8/24/20;Acomayo;124
8/24/20;Anta;981
8/24/20;Calca;491
8/24/20;Canas;122
8/24/20;Canchis;1110
8/24/20;Chumbivilcas;326
8/24/20;Cusco;26441
8/24/20;Espinar;625
8/24/20;La Convencion;3820
8/24/20;Paruro;148
8/24/20;Paucartambo;189
8/24/20;Quispicanchi;1322
8/24/20;Urubamba;672
8/25/20;Acomayo;128
8/25/20;Anta;1002
8/25/20;Calca;512
8/25/20;Canas;123
8/25/20;Canchis;1229
8/25/20;Chumbivilcas;335
8/25/20;Cusco;27166
8/25/20;Espinar;643
8/25/20;La Convencion;3902
8/25/20;Paruro;151
8/25/20;Paucartambo;201
8/25/20;Quispicanchi;1358
8/25/20;Urubamba;705
8/26/20;Acomayo;129
8/26/20;Anta;1028
8/26/20;Calca;555
8/26/20;Canas;130
8/26/20;Canchis;1268
8/26/20;Chumbivilcas;342
8/26/20;Cusco;27963
8/26/20;Espinar;664
8/26/20;La Convencion;3977
8/26/20;Paruro;158
8/26/20;Paucartambo;206
8/26/20;Quispicanchi;1392
8/26/20;Urubamba;717
8/27/20;Acomayo;134
8/27/20;Anta;1052
8/27/20;Calca;601
8/27/20;Canas;133
8/27/20;Canchis;1325
8/27/20;Chumbivilcas;363
8/27/20;Cusco;28755
8/27/20;Espinar;680
8/27/20;La Convencion;4063
8/27/20;Paruro;160
8/27/20;Paucartambo;217
8/27/20;Quispicanchi;1416
8/27/20;Urubamba;742
8/28/20;Acomayo;136
8/28/20;Anta;1078
8/28/20;Calca;648
8/28/20;Canas;139
8/28/20;Canchis;1380
8/28/20;Chumbivilcas;373
8/28/20;Cusco;29716
8/28/20;Espinar;696
8/28/20;La Convencion;4150
8/28/20;Paruro;169
8/28/20;Paucartambo;220
8/28/20;Quispicanchi;1510
8/28/20;Urubamba;783
8/29/20;Acomayo;138
8/29/20;Anta;1089
8/29/20;Calca;653
8/29/20;Canas;143
8/29/20;Canchis;1434
8/29/20;Chumbivilcas;381
8/29/20;Cusco;30253
8/29/20;Espinar;712
8/29/20;La Convencion;4209
8/29/20;Paruro;173
8/29/20;Paucartambo;222
8/29/20;Quispicanchi;1537
8/29/20;Urubamba;796
8/3/20;Acomayo;59
8/3/20;Anta;328
8/3/20;Calca;184
8/3/20;Canas;63
8/3/20;Canchis;315
8/3/20;Chumbivilcas;115
8/3/20;Cusco;9308
8/3/20;Espinar;284
8/3/20;La Convencion;2310
8/3/20;Paruro;60
8/3/20;Paucartambo;67
8/3/20;Quispicanchi;396
8/3/20;Urubamba;225
8/30/20;Acomayo;138
8/30/20;Anta;1089
8/30/20;Calca;653
8/30/20;Canas;144
8/30/20;Canchis;1441
8/30/20;Chumbivilcas;385
8/30/20;Cusco;30334
8/30/20;Espinar;713
8/30/20;La Convencion;4224
8/30/20;Paruro;173
8/30/20;Paucartambo;222
8/30/20;Quispicanchi;1541
8/30/20;Urubamba;800
8/31/20;Acomayo;140
8/31/20;Anta;1102
8/31/20;Calca;687
8/31/20;Canas;151
8/31/20;Canchis;1524
8/31/20;Chumbivilcas;421
8/31/20;Cusco;31014
8/31/20;Espinar;746
8/31/20;La Convencion;4310
8/31/20;Paruro;177
8/31/20;Paucartambo;233
8/31/20;Quispicanchi;1584
8/31/20;Urubamba;816
8/4/20;Acomayo;62
8/4/20;Anta;345
8/4/20;Calca;196
8/4/20;Canas;63
8/4/20;Canchis;336
8/4/20;Chumbivilcas;116
8/4/20;Cusco;9981
8/4/20;Espinar;295
8/4/20;La Convencion;2383
8/4/20;Paruro;62
8/4/20;Paucartambo;68
8/4/20;Quispicanchi;413
8/4/20;Urubamba;234
8/5/20;Acomayo;65
8/5/20;Anta;370
8/5/20;Calca;205
8/5/20;Canas;65
8/5/20;Canchis;350
8/5/20;Chumbivilcas;122
8/5/20;Cusco;10613
8/5/20;Espinar;305
8/5/20;La Convencion;2452
8/5/20;Paruro;67
8/5/20;Paucartambo;75
8/5/20;Quispicanchi;439
8/5/20;Urubamba;251
8/6/20;Acomayo;66
8/6/20;Anta;386
8/6/20;Calca;213
8/6/20;Canas;68
8/6/20;Canchis;373
8/6/20;Chumbivilcas;125
8/6/20;Cusco;11296
8/6/20;Espinar;322
8/6/20;La Convencion;2512
8/6/20;Paruro;71
8/6/20;Paucartambo;78
8/6/20;Quispicanchi;455
8/6/20;Urubamba;273
8/7/20;Acomayo;67
8/7/20;Anta;411
8/7/20;Calca;219
8/7/20;Canas;71
8/7/20;Canchis;386
8/7/20;Chumbivilcas;125
8/7/20;Cusco;12006
8/7/20;Espinar;331
8/7/20;La Convencion;2594
8/7/20;Paruro;73
8/7/20;Paucartambo;85
8/7/20;Quispicanchi;470
8/7/20;Urubamba;295
8/8/20;Acomayo;69
8/8/20;Anta;432
8/8/20;Calca;227
8/8/20;Canas;71
8/8/20;Canchis;417
8/8/20;Chumbivilcas;127
8/8/20;Cusco;12608
8/8/20;Espinar;348
8/8/20;La Convencion;2643
8/8/20;Paruro;76
8/8/20;Paucartambo;92
8/8/20;Quispicanchi;486
8/8/20;Urubamba;304
8/9/20;Acomayo;69
8/9/20;Anta;433
8/9/20;Calca;230
8/9/20;Canas;72
8/9/20;Canchis;429
8/9/20;Chumbivilcas;128
8/9/20;Cusco;12704
8/9/20;Espinar;363
8/9/20;La Convencion;2670
8/9/20;Paruro;79
8/9/20;Paucartambo;93
8/9/20;Quispicanchi;491
8/9/20;Urubamba;307
9/1/20;Acomayo;155
9/1/20;Anta;1123
9/1/20;Calca;702
9/1/20;Canas;159
9/1/20;Canchis;1586
9/1/20;Chumbivilcas;451
9/1/20;Cusco;31587
9/1/20;Espinar;770
9/1/20;La Convencion;4372
9/1/20;Paruro;180
9/1/20;Paucartambo;243
9/1/20;Quispicanchi;1621
9/1/20;Urubamba;839
9/10/20;Acomayo;193
9/10/20;Anta;1406
9/10/20;Calca;848
9/10/20;Canas;189
9/10/20;Canchis;1958
9/10/20;Chumbivilcas;569
9/10/20;Cusco;36150
9/10/20;Espinar;912
9/10/20;La Convencion;4820
9/10/20;Paruro;240
9/10/20;Paucartambo;288
9/10/20;Quispicanchi;1905
9/10/20;Urubamba;1133
9/11/20;Acomayo;197
9/11/20;Anta;1414
9/11/20;Calca;866
9/11/20;Canas;193
9/11/20;Canchis;1988
9/11/20;Chumbivilcas;571
9/11/20;Cusco;36633
9/11/20;Espinar;942
9/11/20;La Convencion;4869
9/11/20;Paruro;242
9/11/20;Paucartambo;298
9/11/20;Quispicanchi;1927
9/11/20;Urubamba;1187
9/12/20;Acomayo;199
9/12/20;Anta;1433
9/12/20;Calca;881
9/12/20;Canas;196
9/12/20;Canchis;2013
9/12/20;Chumbivilcas;576
9/12/20;Cusco;36915
9/12/20;Espinar;947
9/12/20;La Convencion;4925
9/12/20;Paruro;243
9/12/20;Paucartambo;303
9/12/20;Quispicanchi;1944
9/12/20;Urubamba;1229
9/13/20;Acomayo;201
9/13/20;Anta;1439
9/13/20;Calca;885
9/13/20;Canas;198
9/13/20;Canchis;2018
9/13/20;Chumbivilcas;578
9/13/20;Cusco;37058
9/13/20;Espinar;948
9/13/20;La Convencion;4935
9/13/20;Paruro;246
9/13/20;Paucartambo;303
9/13/20;Quispicanchi;1966
9/13/20;Urubamba;1230
9/14/20;Acomayo;207
9/14/20;Anta;1454
9/14/20;Calca;906
9/14/20;Canas;208
9/14/20;Canchis;2058
9/14/20;Chumbivilcas;590
9/14/20;Cusco;37494
9/14/20;Espinar;976
9/14/20;La Convencion;5010
9/14/20;Paruro;249
9/14/20;Paucartambo;311
9/14/20;Quispicanchi;1985
9/14/20;Urubamba;1257
9/15/20;Acomayo;216
9/15/20;Anta;1468
9/15/20;Calca;910
9/15/20;Canas;210
9/15/20;Canchis;2095
9/15/20;Chumbivilcas;599
9/15/20;Cusco;37796
9/15/20;Espinar;1058
9/15/20;La Convencion;5048
9/15/20;Paruro;254
9/15/20;Paucartambo;333
9/15/20;Quispicanchi;2001
9/15/20;Urubamba;1266
9/16/20;Acomayo;230
9/16/20;Anta;1479
9/16/20;Calca;920
9/16/20;Canas;213
9/16/20;Canchis;2132
9/16/20;Chumbivilcas;608
9/16/20;Cusco;38071
9/16/20;Espinar;1098
9/16/20;La Convencion;5098
9/16/20;Paruro;254
9/16/20;Paucartambo;338
9/16/20;Quispicanchi;2011
9/16/20;Urubamba;1303
9/17/20;Acomayo;244
9/17/20;Anta;1492
9/17/20;Calca;925
9/17/20;Canas;213
9/17/20;Canchis;2151
9/17/20;Chumbivilcas;613
9/17/20;Cusco;38260
9/17/20;Espinar;1139
9/17/20;La Convencion;5153
9/17/20;Paruro;255
9/17/20;Paucartambo;341
9/17/20;Quispicanchi;2020
9/17/20;Urubamba;1306
9/18/20;Acomayo;247
9/18/20;Anta;1505
9/18/20;Calca;933
9/18/20;Canas;215
9/18/20;Canchis;2170
9/18/20;Chumbivilcas;630
9/18/20;Cusco;38452
9/18/20;Espinar;1153
9/18/20;La Convencion;5191
9/18/20;Paruro;260
9/18/20;Paucartambo;344
9/18/20;Quispicanchi;2037
9/18/20;Urubamba;1317
9/19/20;Acomayo;260
9/19/20;Anta;1511
9/19/20;Calca;944
9/19/20;Canas;219
9/19/20;Canchis;2190
9/19/20;Chumbivilcas;632
9/19/20;Cusco;38609
9/19/20;Espinar;1165
9/19/20;La Convencion;5220
9/19/20;Paruro;262
9/19/20;Paucartambo;346
9/19/20;Quispicanchi;2044
9/19/20;Urubamba;1329
9/2/20;Acomayo;164
9/2/20;Anta;1134
9/2/20;Calca;720
9/2/20;Canas;165
9/2/20;Canchis;1631
9/2/20;Chumbivilcas;468
9/2/20;Cusco;32109
9/2/20;Espinar;803
9/2/20;La Convencion;4439
9/2/20;Paruro;203
9/2/20;Paucartambo;251
9/2/20;Quispicanchi;1657
9/2/20;Urubamba;860
9/20/20;Acomayo;260
9/20/20;Anta;1514
9/20/20;Calca;947
9/20/20;Canas;220
9/20/20;Canchis;2191
9/20/20;Chumbivilcas;632
9/20/20;Cusco;38638
9/20/20;Espinar;1168
9/20/20;La Convencion;5231
9/20/20;Paruro;262
9/20/20;Paucartambo;346
9/20/20;Quispicanchi;2049
9/20/20;Urubamba;1330
9/21/20;Acomayo;276
9/21/20;Anta;1523
9/21/20;Calca;953
9/21/20;Canas;231
9/21/20;Canchis;2235
9/21/20;Chumbivilcas;643
9/21/20;Cusco;38830
9/21/20;Espinar;1179
9/21/20;La Convencion;5277
9/21/20;Paruro;263
9/21/20;Paucartambo;353
9/21/20;Quispicanchi;2106
9/21/20;Urubamba;1352
9/22/20;Acomayo;276
9/22/20;Anta;1561
9/22/20;Calca;958
9/22/20;Canas;235
9/22/20;Canchis;2269
9/22/20;Chumbivilcas;645
9/22/20;Cusco;39030
9/22/20;Espinar;1198
9/22/20;La Convencion;5304
9/22/20;Paruro;267
9/22/20;Paucartambo;358
9/22/20;Quispicanchi;2120
9/22/20;Urubamba;1363
9/23/20;Acomayo;279
9/23/20;Anta;1596
9/23/20;Calca;969
9/23/20;Canas;237
9/23/20;Canchis;2316
9/23/20;Chumbivilcas;652
9/23/20;Cusco;39266
9/23/20;Espinar;1216
9/23/20;La Convencion;5336
9/23/20;Paruro;272
9/23/20;Paucartambo;360
9/23/20;Quispicanchi;2140
9/23/20;Urubamba;1371
9/24/20;Acomayo;282
9/24/20;Anta;1634
9/24/20;Calca;975
9/24/20;Canas;239
9/24/20;Canchis;2336
9/24/20;Chumbivilcas;656
9/24/20;Cusco;39519
9/24/20;Espinar;1232
9/24/20;La Convencion;5369
9/24/20;Paruro;277
9/24/20;Paucartambo;362
9/24/20;Quispicanchi;2151
9/24/20;Urubamba;1382
9/25/20;Acomayo;286
9/25/20;Anta;1646
9/25/20;Calca;986
9/25/20;Canas;242
9/25/20;Canchis;2357
9/25/20;Chumbivilcas;662
9/25/20;Cusco;39797
9/25/20;Espinar;1245
9/25/20;La Convencion;5423
9/25/20;Paruro;280
9/25/20;Paucartambo;364
9/25/20;Quispicanchi;2158
9/25/20;Urubamba;1395
9/26/20;Acomayo;289
9/26/20;Anta;1652
9/26/20;Calca;990
9/26/20;Canas;246
9/26/20;Canchis;2372
9/26/20;Chumbivilcas;667
9/26/20;Cusco;39942
9/26/20;Espinar;1257
9/26/20;La Convencion;5463
9/26/20;Paruro;280
9/26/20;Paucartambo;365
9/26/20;Quispicanchi;2184
9/26/20;Urubamba;1402
9/27/20;Acomayo;289
9/27/20;Anta;1654
9/27/20;Calca;990
9/27/20;Canas;246
9/27/20;Canchis;2374
9/27/20;Chumbivilcas;667
9/27/20;Cusco;39963
9/27/20;Espinar;1258
9/27/20;La Convencion;5472
9/27/20;Paruro;280
9/27/20;Paucartambo;365
9/27/20;Quispicanchi;2188
9/27/20;Urubamba;1403
9/28/20;Acomayo;290
9/28/20;Anta;1656
9/28/20;Calca;998
9/28/20;Canas;248
9/28/20;Canchis;2409
9/28/20;Chumbivilcas;668
9/28/20;Cusco;40141
9/28/20;Espinar;1287
9/28/20;La Convencion;5517
9/28/20;Paruro;281
9/28/20;Paucartambo;367
9/28/20;Quispicanchi;2197
9/28/20;Urubamba;1409
9/29/20;Acomayo;294
9/29/20;Anta;1669
9/29/20;Calca;1006
9/29/20;Canas;248
9/29/20;Canchis;2425
9/29/20;Chumbivilcas;670
9/29/20;Cusco;40500
9/29/20;Espinar;1304
9/29/20;La Convencion;5582
9/29/20;Paruro;284
9/29/20;Paucartambo;371
9/29/20;Quispicanchi;2219
9/29/20;Urubamba;1412
9/3/20;Acomayo;172
9/3/20;Anta;1176
9/3/20;Calca;731
9/3/20;Canas;166
9/3/20;Canchis;1660
9/3/20;Chumbivilcas;471
9/3/20;Cusco;32605
9/3/20;Espinar;817
9/3/20;La Convencion;4490
9/3/20;Paruro;210
9/3/20;Paucartambo;259
9/3/20;Quispicanchi;1677
9/3/20;Urubamba;886
9/30/20;Acomayo;298
9/30/20;Anta;1695
9/30/20;Calca;1008
9/30/20;Canas;257
9/30/20;Canchis;2458
9/30/20;Chumbivilcas;672
9/30/20;Cusco;40777
9/30/20;Espinar;1316
9/30/20;La Convencion;5633
9/30/20;Paruro;287
9/30/20;Paucartambo;372
9/30/20;Quispicanchi;2233
9/30/20;Urubamba;1423
9/4/20;Acomayo;175
9/4/20;Anta;1188
9/4/20;Calca;739
9/4/20;Canas;168
9/4/20;Canchis;1716
9/4/20;Chumbivilcas;485
9/4/20;Cusco;33088
9/4/20;Espinar;834
9/4/20;La Convencion;4571
9/4/20;Paruro;214
9/4/20;Paucartambo;263
9/4/20;Quispicanchi;1705
9/4/20;Urubamba;905
9/5/20;Acomayo;175
9/5/20;Anta;1196
9/5/20;Calca;744
9/5/20;Canas;171
9/5/20;Canchis;1746
9/5/20;Chumbivilcas;489
9/5/20;Cusco;33420
9/5/20;Espinar;843
9/5/20;La Convencion;4616
9/5/20;Paruro;216
9/5/20;Paucartambo;264
9/5/20;Quispicanchi;1723
9/5/20;Urubamba;915
9/6/20;Acomayo;176
9/6/20;Anta;1197
9/6/20;Calca;745
9/6/20;Canas;171
9/6/20;Canchis;1757
9/6/20;Chumbivilcas;496
9/6/20;Cusco;33486
9/6/20;Espinar;844
9/6/20;La Convencion;4626
9/6/20;Paruro;216
9/6/20;Paucartambo;265
9/6/20;Quispicanchi;1728
9/6/20;Urubamba;920
9/7/20;Acomayo;178
9/7/20;Anta;1352
9/7/20;Calca;824
9/7/20;Canas;173
9/7/20;Canchis;1800
9/7/20;Chumbivilcas;544
9/7/20;Cusco;34077
9/7/20;Espinar;863
9/7/20;La Convencion;4684
9/7/20;Paruro;216
9/7/20;Paucartambo;273
9/7/20;Quispicanchi;1801
9/7/20;Urubamba;1043
9/8/20;Acomayo;181
9/8/20;Anta;1368
9/8/20;Calca;828
9/8/20;Canas;175
9/8/20;Canchis;1885
9/8/20;Chumbivilcas;551
9/8/20;Cusco;35036
9/8/20;Espinar;879
9/8/20;La Convencion;4718
9/8/20;Paruro;222
9/8/20;Paucartambo;280
9/8/20;Quispicanchi;1859
9/8/20;Urubamba;1085
9/9/20;Acomayo;189
9/9/20;Anta;1390
9/9/20;Calca;839
9/9/20;Canas;183
9/9/20;Canchis;1924
9/9/20;Chumbivilcas;567
9/9/20;Cusco;35674
9/9/20;Espinar;888
9/9/20;La Convencion;4767
9/9/20;Paruro;227
9/9/20;Paucartambo;285
9/9/20;Quispicanchi;1881
9/9/20;Urubamba;1107
