DateRep;Country;Deaths_cumsum
7/4/20;Urubamba;1
7/5/20;Acomayo;0
7/5/20;Anta;0
7/5/20;Calca;0
7/5/20;Canas;0
7/5/20;Canchis;0
7/5/20;Chumbivilcas;0
7/5/20;Cusco;44
7/5/20;Espinar;1
7/5/20;La Convencion;3
7/5/20;Paruro;0
7/5/20;Paucartambo;0
7/5/20;Quispicanchi;1
7/5/20;Urubamba;1
7/6/20;Acomayo;0
7/6/20;Anta;0
7/6/20;Calca;0
7/6/20;Canas;0
7/6/20;Canchis;0
7/6/20;Chumbivilcas;0
7/6/20;Cusco;44
7/6/20;Espinar;1
7/6/20;La Convencion;3
7/6/20;Paruro;0
7/6/20;Paucartambo;0
7/6/20;Quispicanchi;1
7/6/20;Urubamba;1
7/7/20;Acomayo;0
7/7/20;Anta;0
7/7/20;Calca;0
7/7/20;Canas;0
7/7/20;Canchis;0
7/7/20;Chumbivilcas;0
7/7/20;Cusco;45
7/7/20;Espinar;1
7/7/20;La Convencion;3
7/7/20;Paruro;0
7/7/20;Paucartambo;0
7/7/20;Quispicanchi;1
7/7/20;Urubamba;1
7/8/20;Acomayo;0
7/8/20;Anta;0
7/8/20;Calca;0
7/8/20;Canas;0
7/8/20;Canchis;0
7/8/20;Chumbivilcas;0
7/8/20;Cusco;47
7/8/20;Espinar;1
7/8/20;La Convencion;3
7/8/20;Paruro;0
7/8/20;Paucartambo;0
7/8/20;Quispicanchi;1
7/8/20;Urubamba;1
7/9/20;Acomayo;0
7/9/20;Anta;0
7/9/20;Calca;0
7/9/20;Canas;0
7/9/20;Canchis;0
7/9/20;Chumbivilcas;0
7/9/20;Cusco;50
7/9/20;Espinar;1
7/9/20;La Convencion;3
7/9/20;Paruro;0
7/9/20;Paucartambo;0
7/9/20;Quispicanchi;1
7/9/20;Urubamba;1
8/1/20;Acomayo;1
8/1/20;Anta;0
8/1/20;Calca;1
8/1/20;Canas;1
8/1/20;Canchis;1
8/1/20;Chumbivilcas;1
8/1/20;Cusco;283
8/1/20;Espinar;1
8/1/20;La Convencion;6
8/1/20;Paruro;0
8/1/20;Paucartambo;0
8/1/20;Quispicanchi;2
8/1/20;Urubamba;5
8/10/20;Acomayo;1
8/10/20;Anta;4
8/10/20;Calca;2
8/10/20;Canas;1
8/10/20;Canchis;5
8/10/20;Chumbivilcas;1
8/10/20;Cusco;455
8/10/20;Espinar;4
8/10/20;La Convencion;12
8/10/20;Paruro;0
8/10/20;Paucartambo;0
8/10/20;Quispicanchi;3
8/10/20;Urubamba;9
8/11/20;Acomayo;1
8/11/20;Anta;4
8/11/20;Calca;2
8/11/20;Canas;1
8/11/20;Canchis;8
8/11/20;Chumbivilcas;1
8/11/20;Cusco;474
8/11/20;Espinar;4
8/11/20;La Convencion;13
8/11/20;Paruro;0
8/11/20;Paucartambo;0
8/11/20;Quispicanchi;3
8/11/20;Urubamba;9
8/12/20;Acomayo;1
8/12/20;Anta;4
8/12/20;Calca;2
8/12/20;Canas;1
8/12/20;Canchis;10
8/12/20;Chumbivilcas;1
8/12/20;Cusco;487
8/12/20;Espinar;4
8/12/20;La Convencion;16
8/12/20;Paruro;2
8/12/20;Paucartambo;0
8/12/20;Quispicanchi;3
8/12/20;Urubamba;9
8/13/20;Acomayo;1
8/13/20;Anta;4
8/13/20;Calca;2
8/13/20;Canas;1
8/13/20;Canchis;12
8/13/20;Chumbivilcas;1
8/13/20;Cusco;508
8/13/20;Espinar;5
8/13/20;La Convencion;21
8/13/20;Paruro;2
8/13/20;Paucartambo;0
8/13/20;Quispicanchi;3
8/13/20;Urubamba;9
8/14/20;Acomayo;1
8/14/20;Anta;4
8/14/20;Calca;3
8/14/20;Canas;1
8/14/20;Canchis;13
8/14/20;Chumbivilcas;1
8/14/20;Cusco;532
8/14/20;Espinar;7
8/14/20;La Convencion;21
8/14/20;Paruro;3
8/14/20;Paucartambo;0
8/14/20;Quispicanchi;3
8/14/20;Urubamba;9
8/15/20;Acomayo;1
8/15/20;Anta;6
8/15/20;Calca;3
8/15/20;Canas;1
8/15/20;Canchis;14
8/15/20;Chumbivilcas;1
8/15/20;Cusco;555
8/15/20;Espinar;8
8/15/20;La Convencion;23
8/15/20;Paruro;3
8/15/20;Paucartambo;0
8/15/20;Quispicanchi;4
8/15/20;Urubamba;9
8/16/20;Acomayo;1
8/16/20;Anta;6
8/16/20;Calca;3
8/16/20;Canas;1
8/16/20;Canchis;17
8/16/20;Chumbivilcas;1
8/16/20;Cusco;580
8/16/20;Espinar;8
8/16/20;La Convencion;23
8/16/20;Paruro;4
8/16/20;Paucartambo;0
8/16/20;Quispicanchi;6
8/16/20;Urubamba;9
8/17/20;Acomayo;1
8/17/20;Anta;6
8/17/20;Calca;3
8/17/20;Canas;1
8/17/20;Canchis;18
8/17/20;Chumbivilcas;1
8/17/20;Cusco;605
8/17/20;Espinar;9
8/17/20;La Convencion;23
8/17/20;Paruro;4
8/17/20;Paucartambo;0
8/17/20;Quispicanchi;6
8/17/20;Urubamba;9
8/18/20;Acomayo;1
8/18/20;Anta;7
8/18/20;Calca;3
8/18/20;Canas;2
8/18/20;Canchis;18
8/18/20;Chumbivilcas;1
8/18/20;Cusco;624
8/18/20;Espinar;10
8/18/20;La Convencion;25
8/18/20;Paruro;4
8/18/20;Paucartambo;0
8/18/20;Quispicanchi;6
8/18/20;Urubamba;10
8/19/20;Acomayo;1
8/19/20;Anta;8
8/19/20;Calca;3
8/19/20;Canas;2
8/19/20;Canchis;19
8/19/20;Chumbivilcas;2
8/19/20;Cusco;646
8/19/20;Espinar;10
8/19/20;La Convencion;26
8/19/20;Paruro;4
8/19/20;Paucartambo;0
8/19/20;Quispicanchi;7
8/19/20;Urubamba;10
8/2/20;Acomayo;1
8/2/20;Anta;0
8/2/20;Calca;2
8/2/20;Canas;1
8/2/20;Canchis;1
8/2/20;Chumbivilcas;1
8/2/20;Cusco;303
8/2/20;Espinar;1
8/2/20;La Convencion;7
8/2/20;Paruro;0
8/2/20;Paucartambo;0
8/2/20;Quispicanchi;2
8/2/20;Urubamba;5
8/20/20;Acomayo;1
8/20/20;Anta;8
8/20/20;Calca;3
8/20/20;Canas;2
8/20/20;Canchis;20
8/20/20;Chumbivilcas;3
8/20/20;Cusco;673
8/20/20;Espinar;10
8/20/20;La Convencion;26
8/20/20;Paruro;4
8/20/20;Paucartambo;0
8/20/20;Quispicanchi;7
8/20/20;Urubamba;10
8/21/20;Acomayo;1
8/21/20;Anta;8
8/21/20;Calca;3
8/21/20;Canas;2
8/21/20;Canchis;22
8/21/20;Chumbivilcas;3
8/21/20;Cusco;695
8/21/20;Espinar;10
8/21/20;La Convencion;26
8/21/20;Paruro;4
8/21/20;Paucartambo;0
8/21/20;Quispicanchi;8
8/21/20;Urubamba;11
8/22/20;Acomayo;1
8/22/20;Anta;8
8/22/20;Calca;3
8/22/20;Canas;2
8/22/20;Canchis;25
8/22/20;Chumbivilcas;3
8/22/20;Cusco;710
8/22/20;Espinar;10
8/22/20;La Convencion;27
8/22/20;Paruro;4
8/22/20;Paucartambo;0
8/22/20;Quispicanchi;8
8/22/20;Urubamba;11
8/23/20;Acomayo;1
8/23/20;Anta;8
8/23/20;Calca;3
8/23/20;Canas;2
8/23/20;Canchis;25
8/23/20;Chumbivilcas;3
8/23/20;Cusco;724
8/23/20;Espinar;10
8/23/20;La Convencion;27
8/23/20;Paruro;4
8/23/20;Paucartambo;0
8/23/20;Quispicanchi;9
8/23/20;Urubamba;11
8/24/20;Acomayo;1
8/24/20;Anta;9
8/24/20;Calca;3
8/24/20;Canas;2
8/24/20;Canchis;27
8/24/20;Chumbivilcas;3
8/24/20;Cusco;735
8/24/20;Espinar;10
8/24/20;La Convencion;27
8/24/20;Paruro;4
8/24/20;Paucartambo;0
8/24/20;Quispicanchi;10
8/24/20;Urubamba;11
8/25/20;Acomayo;1
8/25/20;Anta;10
8/25/20;Calca;3
8/25/20;Canas;2
8/25/20;Canchis;28
8/25/20;Chumbivilcas;3
8/25/20;Cusco;749
8/25/20;Espinar;10
8/25/20;La Convencion;27
8/25/20;Paruro;4
8/25/20;Paucartambo;0
8/25/20;Quispicanchi;10
8/25/20;Urubamba;11
8/26/20;Acomayo;1
8/26/20;Anta;10
8/26/20;Calca;3
8/26/20;Canas;2
8/26/20;Canchis;28
8/26/20;Chumbivilcas;3
8/26/20;Cusco;763
8/26/20;Espinar;10
8/26/20;La Convencion;27
8/26/20;Paruro;4
8/26/20;Paucartambo;0
8/26/20;Quispicanchi;11
8/26/20;Urubamba;11
8/27/20;Acomayo;1
8/27/20;Anta;10
8/27/20;Calca;3
8/27/20;Canas;2
8/27/20;Canchis;30
8/27/20;Chumbivilcas;3
8/27/20;Cusco;781
8/27/20;Espinar;10
8/27/20;La Convencion;27
8/27/20;Paruro;4
8/27/20;Paucartambo;0
8/27/20;Quispicanchi;11
8/27/20;Urubamba;12
8/28/20;Acomayo;1
8/28/20;Anta;12
8/28/20;Calca;4
8/28/20;Canas;2
8/28/20;Canchis;31
8/28/20;Chumbivilcas;3
8/28/20;Cusco;798
8/28/20;Espinar;10
8/28/20;La Convencion;27
8/28/20;Paruro;4
8/28/20;Paucartambo;0
8/28/20;Quispicanchi;11
8/28/20;Urubamba;12
8/29/20;Acomayo;1
8/29/20;Anta;12
8/29/20;Calca;4
8/29/20;Canas;2
8/29/20;Canchis;32
8/29/20;Chumbivilcas;3
8/29/20;Cusco;814
8/29/20;Espinar;10
8/29/20;La Convencion;27
8/29/20;Paruro;4
8/29/20;Paucartambo;0
8/29/20;Quispicanchi;12
8/29/20;Urubamba;12
8/3/20;Acomayo;1
8/3/20;Anta;0
8/3/20;Calca;2
8/3/20;Canas;1
8/3/20;Canchis;2
8/3/20;Chumbivilcas;1
8/3/20;Cusco;318
8/3/20;Espinar;2
8/3/20;La Convencion;8
8/3/20;Paruro;0
8/3/20;Paucartambo;0
8/3/20;Quispicanchi;3
8/3/20;Urubamba;5
8/30/20;Acomayo;1
8/30/20;Anta;13
8/30/20;Calca;5
8/30/20;Canas;2
8/30/20;Canchis;32
8/30/20;Chumbivilcas;3
8/30/20;Cusco;827
8/30/20;Espinar;11
8/30/20;La Convencion;27
8/30/20;Paruro;5
8/30/20;Paucartambo;0
8/30/20;Quispicanchi;13
8/30/20;Urubamba;12
8/31/20;Acomayo;1
8/31/20;Anta;14
8/31/20;Calca;6
8/31/20;Canas;2
8/31/20;Canchis;34
8/31/20;Chumbivilcas;3
8/31/20;Cusco;844
8/31/20;Espinar;11
8/31/20;La Convencion;27
8/31/20;Paruro;5
8/31/20;Paucartambo;0
8/31/20;Quispicanchi;15
8/31/20;Urubamba;12
8/4/20;Acomayo;1
8/4/20;Anta;1
8/4/20;Calca;2
8/4/20;Canas;1
8/4/20;Canchis;2
8/4/20;Chumbivilcas;1
8/4/20;Cusco;337
8/4/20;Espinar;2
8/4/20;La Convencion;8
8/4/20;Paruro;0
8/4/20;Paucartambo;0
8/4/20;Quispicanchi;3
8/4/20;Urubamba;6
8/5/20;Acomayo;1
8/5/20;Anta;2
8/5/20;Calca;2
8/5/20;Canas;1
8/5/20;Canchis;2
8/5/20;Chumbivilcas;1
8/5/20;Cusco;350
8/5/20;Espinar;3
8/5/20;La Convencion;8
8/5/20;Paruro;0
8/5/20;Paucartambo;0
8/5/20;Quispicanchi;3
8/5/20;Urubamba;6
8/6/20;Acomayo;1
8/6/20;Anta;2
8/6/20;Calca;2
8/6/20;Canas;1
8/6/20;Canchis;2
8/6/20;Chumbivilcas;1
8/6/20;Cusco;374
8/6/20;Espinar;3
8/6/20;La Convencion;9
8/6/20;Paruro;0
8/6/20;Paucartambo;0
8/6/20;Quispicanchi;3
8/6/20;Urubamba;8
8/7/20;Acomayo;1
8/7/20;Anta;2
8/7/20;Calca;2
8/7/20;Canas;1
8/7/20;Canchis;2
8/7/20;Chumbivilcas;1
8/7/20;Cusco;399
8/7/20;Espinar;4
8/7/20;La Convencion;9
8/7/20;Paruro;0
8/7/20;Paucartambo;0
8/7/20;Quispicanchi;3
8/7/20;Urubamba;9
8/8/20;Acomayo;1
8/8/20;Anta;3
8/8/20;Calca;2
8/8/20;Canas;1
8/8/20;Canchis;4
8/8/20;Chumbivilcas;1
8/8/20;Cusco;424
8/8/20;Espinar;4
8/8/20;La Convencion;11
8/8/20;Paruro;0
8/8/20;Paucartambo;0
8/8/20;Quispicanchi;3
8/8/20;Urubamba;9
8/9/20;Acomayo;1
8/9/20;Anta;4
8/9/20;Calca;2
8/9/20;Canas;1
8/9/20;Canchis;4
8/9/20;Chumbivilcas;1
8/9/20;Cusco;441
8/9/20;Espinar;4
8/9/20;La Convencion;11
8/9/20;Paruro;0
8/9/20;Paucartambo;0
8/9/20;Quispicanchi;3
8/9/20;Urubamba;9
9/1/20;Acomayo;1
9/1/20;Anta;14
9/1/20;Calca;6
9/1/20;Canas;2
9/1/20;Canchis;35
9/1/20;Chumbivilcas;3
9/1/20;Cusco;849
9/1/20;Espinar;11
9/1/20;La Convencion;28
9/1/20;Paruro;5
9/1/20;Paucartambo;0
9/1/20;Quispicanchi;15
9/1/20;Urubamba;12
9/10/20;Acomayo;1
9/10/20;Anta;15
9/10/20;Calca;7
9/10/20;Canas;2
9/10/20;Canchis;36
9/10/20;Chumbivilcas;3
9/10/20;Cusco;908
9/10/20;Espinar;12
9/10/20;La Convencion;30
9/10/20;Paruro;5
9/10/20;Paucartambo;0
9/10/20;Quispicanchi;16
9/10/20;Urubamba;13
9/11/20;Acomayo;1
9/11/20;Anta;15
9/11/20;Calca;7
9/11/20;Canas;2
9/11/20;Canchis;36
9/11/20;Chumbivilcas;3
9/11/20;Cusco;916
9/11/20;Espinar;12
9/11/20;La Convencion;31
9/11/20;Paruro;5
9/11/20;Paucartambo;0
9/11/20;Quispicanchi;16
9/11/20;Urubamba;13
9/12/20;Acomayo;2
9/12/20;Anta;15
9/12/20;Calca;7
9/12/20;Canas;2
9/12/20;Canchis;36
9/12/20;Chumbivilcas;3
9/12/20;Cusco;923
9/12/20;Espinar;12
9/12/20;La Convencion;32
9/12/20;Paruro;5
9/12/20;Paucartambo;0
9/12/20;Quispicanchi;16
9/12/20;Urubamba;13
9/13/20;Acomayo;2
9/13/20;Anta;15
9/13/20;Calca;7
9/13/20;Canas;2
9/13/20;Canchis;36
9/13/20;Chumbivilcas;3
9/13/20;Cusco;927
9/13/20;Espinar;12
9/13/20;La Convencion;32
9/13/20;Paruro;5
9/13/20;Paucartambo;0
9/13/20;Quispicanchi;16
9/13/20;Urubamba;13
9/14/20;Acomayo;2
9/14/20;Anta;15
9/14/20;Calca;7
9/14/20;Canas;2
9/14/20;Canchis;36
9/14/20;Chumbivilcas;3
9/14/20;Cusco;936
9/14/20;Espinar;12
9/14/20;La Convencion;32
9/14/20;Paruro;5
9/14/20;Paucartambo;0
9/14/20;Quispicanchi;16
9/14/20;Urubamba;13
9/15/20;Acomayo;2
9/15/20;Anta;15
9/15/20;Calca;7
9/15/20;Canas;2
9/15/20;Canchis;36
9/15/20;Chumbivilcas;3
9/15/20;Cusco;943
9/15/20;Espinar;12
9/15/20;La Convencion;32
9/15/20;Paruro;5
9/15/20;Paucartambo;0
9/15/20;Quispicanchi;16
9/15/20;Urubamba;13
9/16/20;Acomayo;2
9/16/20;Anta;16
9/16/20;Calca;7
9/16/20;Canas;2
9/16/20;Canchis;36
9/16/20;Chumbivilcas;3
9/16/20;Cusco;944
9/16/20;Espinar;12
9/16/20;La Convencion;32
9/16/20;Paruro;5
9/16/20;Paucartambo;0
9/16/20;Quispicanchi;17
9/16/20;Urubamba;13
9/17/20;Acomayo;2
9/17/20;Anta;17
9/17/20;Calca;7
9/17/20;Canas;2
9/17/20;Canchis;36
9/17/20;Chumbivilcas;3
9/17/20;Cusco;949
9/17/20;Espinar;12
9/17/20;La Convencion;32
9/17/20;Paruro;5
9/17/20;Paucartambo;0
9/17/20;Quispicanchi;18
9/17/20;Urubamba;13
9/18/20;Acomayo;2
9/18/20;Anta;17
9/18/20;Calca;7
9/18/20;Canas;2
9/18/20;Canchis;36
9/18/20;Chumbivilcas;3
9/18/20;Cusco;952
9/18/20;Espinar;12
9/18/20;La Convencion;34
9/18/20;Paruro;5
9/18/20;Paucartambo;0
9/18/20;Quispicanchi;18
9/18/20;Urubamba;13
9/19/20;Acomayo;2
9/19/20;Anta;17
9/19/20;Calca;7
9/19/20;Canas;2
9/19/20;Canchis;36
9/19/20;Chumbivilcas;3
9/19/20;Cusco;953
9/19/20;Espinar;12
9/19/20;La Convencion;34
9/19/20;Paruro;5
9/19/20;Paucartambo;0
9/19/20;Quispicanchi;19
9/19/20;Urubamba;13
9/2/20;Acomayo;1
9/2/20;Anta;15
9/2/20;Calca;6
9/2/20;Canas;2
9/2/20;Canchis;35
9/2/20;Chumbivilcas;3
9/2/20;Cusco;859
9/2/20;Espinar;11
9/2/20;La Convencion;29
9/2/20;Paruro;5
9/2/20;Paucartambo;0
9/2/20;Quispicanchi;16
9/2/20;Urubamba;12
9/20/20;Acomayo;2
9/20/20;Anta;17
9/20/20;Calca;7
9/20/20;Canas;2
9/20/20;Canchis;36
9/20/20;Chumbivilcas;3
9/20/20;Cusco;956
9/20/20;Espinar;12
9/20/20;La Convencion;36
9/20/20;Paruro;5
9/20/20;Paucartambo;0
9/20/20;Quispicanchi;19
9/20/20;Urubamba;13
9/21/20;Acomayo;2
9/21/20;Anta;17
9/21/20;Calca;7
9/21/20;Canas;2
9/21/20;Canchis;36
9/21/20;Chumbivilcas;3
9/21/20;Cusco;960
9/21/20;Espinar;12
9/21/20;La Convencion;36
9/21/20;Paruro;5
9/21/20;Paucartambo;0
9/21/20;Quispicanchi;19
9/21/20;Urubamba;13
9/22/20;Acomayo;3
9/22/20;Anta;18
9/22/20;Calca;7
9/22/20;Canas;2
9/22/20;Canchis;36
9/22/20;Chumbivilcas;3
9/22/20;Cusco;960
9/22/20;Espinar;12
9/22/20;La Convencion;37
9/22/20;Paruro;5
9/22/20;Paucartambo;0
9/22/20;Quispicanchi;20
9/22/20;Urubamba;13
9/23/20;Acomayo;3
9/23/20;Anta;18
9/23/20;Calca;7
9/23/20;Canas;2
9/23/20;Canchis;36
9/23/20;Chumbivilcas;3
9/23/20;Cusco;964
9/23/20;Espinar;12
9/23/20;La Convencion;37
9/23/20;Paruro;5
9/23/20;Paucartambo;0
9/23/20;Quispicanchi;20
9/23/20;Urubamba;13
9/24/20;Acomayo;3
9/24/20;Anta;19
9/24/20;Calca;7
9/24/20;Canas;2
9/24/20;Canchis;36
9/24/20;Chumbivilcas;3
9/24/20;Cusco;970
9/24/20;Espinar;12
9/24/20;La Convencion;38
9/24/20;Paruro;5
9/24/20;Paucartambo;0
9/24/20;Quispicanchi;20
9/24/20;Urubamba;13
9/25/20;Acomayo;3
9/25/20;Anta;19
9/25/20;Calca;7
9/25/20;Canas;2
9/25/20;Canchis;38
9/25/20;Chumbivilcas;3
9/25/20;Cusco;973
9/25/20;Espinar;12
9/25/20;La Convencion;39
9/25/20;Paruro;5
9/25/20;Paucartambo;0
9/25/20;Quispicanchi;20
9/25/20;Urubamba;13
9/26/20;Acomayo;3
9/26/20;Anta;19
9/26/20;Calca;7
9/26/20;Canas;2
9/26/20;Canchis;39
9/26/20;Chumbivilcas;3
9/26/20;Cusco;977
9/26/20;Espinar;13
9/26/20;La Convencion;39
9/26/20;Paruro;6
9/26/20;Paucartambo;0
9/26/20;Quispicanchi;20
9/26/20;Urubamba;13
9/27/20;Acomayo;3
9/27/20;Anta;19
9/27/20;Calca;7
9/27/20;Canas;2
9/27/20;Canchis;40
9/27/20;Chumbivilcas;3
9/27/20;Cusco;978
9/27/20;Espinar;13
9/27/20;La Convencion;39
9/27/20;Paruro;7
9/27/20;Paucartambo;0
9/27/20;Quispicanchi;20
9/27/20;Urubamba;13
9/28/20;Acomayo;4
9/28/20;Anta;19
9/28/20;Calca;7
9/28/20;Canas;2
9/28/20;Canchis;40
9/28/20;Chumbivilcas;3
9/28/20;Cusco;982
9/28/20;Espinar;13
9/28/20;La Convencion;40
9/28/20;Paruro;7
9/28/20;Paucartambo;0
9/28/20;Quispicanchi;20
9/28/20;Urubamba;13
9/29/20;Acomayo;4
9/29/20;Anta;19
9/29/20;Calca;8
9/29/20;Canas;2
9/29/20;Canchis;40
9/29/20;Chumbivilcas;3
9/29/20;Cusco;984
9/29/20;Espinar;13
9/29/20;La Convencion;41
9/29/20;Paruro;7
9/29/20;Paucartambo;0
9/29/20;Quispicanchi;20
9/29/20;Urubamba;13
9/3/20;Acomayo;1
9/3/20;Anta;15
9/3/20;Calca;7
9/3/20;Canas;2
9/3/20;Canchis;35
9/3/20;Chumbivilcas;3
9/3/20;Cusco;863
9/3/20;Espinar;11
9/3/20;La Convencion;29
9/3/20;Paruro;5
9/3/20;Paucartambo;0
9/3/20;Quispicanchi;16
9/3/20;Urubamba;12
9/30/20;Acomayo;4
9/30/20;Anta;19
9/30/20;Calca;8
9/30/20;Canas;2
9/30/20;Canchis;40
9/30/20;Chumbivilcas;3
9/30/20;Cusco;987
9/30/20;Espinar;13
9/30/20;La Convencion;41
9/30/20;Paruro;7
9/30/20;Paucartambo;0
9/30/20;Quispicanchi;20
9/30/20;Urubamba;13
9/4/20;Acomayo;1
9/4/20;Anta;15
9/4/20;Calca;7
9/4/20;Canas;2
9/4/20;Canchis;35
9/4/20;Chumbivilcas;3
9/4/20;Cusco;867
9/4/20;Espinar;12
9/4/20;La Convencion;29
9/4/20;Paruro;5
9/4/20;Paucartambo;0
9/4/20;Quispicanchi;16
9/4/20;Urubamba;12
9/5/20;Acomayo;1
9/5/20;Anta;15
9/5/20;Calca;7
9/5/20;Canas;2
9/5/20;Canchis;35
9/5/20;Chumbivilcas;3
9/5/20;Cusco;876
9/5/20;Espinar;12
9/5/20;La Convencion;29
9/5/20;Paruro;5
9/5/20;Paucartambo;0
9/5/20;Quispicanchi;16
9/5/20;Urubamba;13
9/6/20;Acomayo;1
9/6/20;Anta;15
9/6/20;Calca;7
9/6/20;Canas;2
9/6/20;Canchis;35
9/6/20;Chumbivilcas;3
9/6/20;Cusco;882
9/6/20;Espinar;12
9/6/20;La Convencion;29
9/6/20;Paruro;5
9/6/20;Paucartambo;0
9/6/20;Quispicanchi;16
9/6/20;Urubamba;13
9/7/20;Acomayo;1
9/7/20;Anta;15
9/7/20;Calca;7
9/7/20;Canas;2
9/7/20;Canchis;35
9/7/20;Chumbivilcas;3
9/7/20;Cusco;884
9/7/20;Espinar;12
9/7/20;La Convencion;29
9/7/20;Paruro;5
9/7/20;Paucartambo;0
9/7/20;Quispicanchi;16
9/7/20;Urubamba;13
9/8/20;Acomayo;1
9/8/20;Anta;15
9/8/20;Calca;7
9/8/20;Canas;2
9/8/20;Canchis;35
9/8/20;Chumbivilcas;3
9/8/20;Cusco;892
9/8/20;Espinar;12
9/8/20;La Convencion;30
9/8/20;Paruro;5
9/8/20;Paucartambo;0
9/8/20;Quispicanchi;16
9/8/20;Urubamba;13
9/9/20;Acomayo;1
9/9/20;Anta;15
9/9/20;Calca;7
9/9/20;Canas;2
9/9/20;Canchis;36
9/9/20;Chumbivilcas;3
9/9/20;Cusco;898
9/9/20;Espinar;12
9/9/20;La Convencion;30
9/9/20;Paruro;5
9/9/20;Paucartambo;0
9/9/20;Quispicanchi;16
9/9/20;Urubamba;13
